duration,input.bin,input.doc_len,input.document_id,input.document_title,input.index,input.query_id,input.topic_description,input.topic_query,job,output.relevant_snippets,output.relevant_snippets.annotations,output.relevant_snippets.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,max_relevance_score,none_score,nist_rel,nist_rel_binary,crowd_rel_binary,crowd_rel_ternary
56.5714285714,2,589,91785,Westies' Informer Links Gotti to Labor Shooting,1743,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 2, 's9': 2, 's4': 2, 's2': 1, 's1': 1, 's7': 1, 's5': 1, 's6': 1})",18,10,7,0.9769345907,"Counter({'none': 0.9911238736837086, 's8': 0.008876126316291392, 's3': 0.008876126316291392, 's9': 0.008876126316291392, 's4': 0.008876126316291392, 's2': 0.004618677769323683, 's1': 0.004618677769323683, 's7': 0.004618677769323683, 's5': 0.004618677769323683, 's6': 0.004618677769323683})",0.5079365079,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's9': 0.2857142857142857, 's4': 0.2857142857142857, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285})",0.0088761263,0.9911238737,0,0,0,0
96.5714285714,2,739,95391,Women Advised to Seek State Posts,5575,321,"Pertinent documents will reflect the fact that women continue to be poorly represented in parliaments across the world, and the gap in political power between the sexes is very wide, particularly in the Third World.",Women in Parliaments,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's7': 2, 's9': 1, 's3': 1, 's2': 1, 's11': 1, 's6': 1, 's5': 1, 's4': 1, 's12': 1})",17,11,7,0.7711090818,"Counter({'none': 0.8939491972625551, 's8': 0.10605080273744481, 's7': 0.10605080273744481, 's9': 0.0010462431541078839, 's3': 0.0010462431541078839, 's2': 0.0010462431541078839, 's11': 0.0010462431541078839, 's6': 0.0010462431541078839, 's5': 0.0010462431541078839, 's4': 0.0010462431541078839, 's12': 0.0010462431541078839})",0.4974863617,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's7': 0.2857142857142857, 's9': 0.14285714285714285, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's11': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's12': 0.14285714285714285})",0.1060508027,0.8939491973,1,1,1,1
79,2,781,96221,RECORDS AT THE MET DISPROVE CHARGE OF ACQUIRING 5 PAINTINGS IMPROPERLY,4219,422,What incidents have there been of stolen or forged art?,"art, stolen, forged",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s1': 5, 's9': 5, 's3': 5, 's12': 5, 's8': 4, 's13': 4, 's2': 4, 's10': 4, 's7': 4, 's5': 4, 's4': 4, 's6': 4, 's11': 4, 'none': 1})",57,14,7,0.1154178455,"Counter({'s9': 0.5178936752235603, 's1': 0.4217411456213584, 's3': 0.4217411456213584, 's12': 0.4217411456213584, 'none': 0.3023191809216606, 's8': 0.2419540017665793, 's13': 0.2419540017665793, 's2': 0.2419540017665793, 's10': 0.2419540017665793, 's7': 0.2419540017665793, 's5': 0.2419540017665793, 's4': 0.2419540017665793, 's6': 0.2419540017665793, 's11': 0.2419540017665793})",0.430044678,"Counter({'s1': 0.7142857142857143, 's9': 0.7142857142857143, 's3': 0.7142857142857143, 's12': 0.7142857142857143, 's8': 0.5714285714285714, 's13': 0.5714285714285714, 's2': 0.5714285714285714, 's10': 0.5714285714285714, 's7': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 's6': 0.5714285714285714, 's11': 0.5714285714285714, 'none': 0.14285714285714285})",0.5178936752,0.3023191809,0,0,1,2
86,2,763,96225,Of Time and Professors And the Cost of College,7297,690,Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges.,college education advantage,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's3': 1, 's12': 1, 's6': 1})",9,4,7,0.9928642149,"Counter({'none': 0.9970514396795563, 's3': 0.002948560320443558, 's12': 0.002948560320443558, 's6': 0.002948560320443558})",0.7142857143,"Counter({'none': 0.8571428571428571, 's3': 0.14285714285714285, 's12': 0.14285714285714285, 's6': 0.14285714285714285})",0.0029485603,0.9970514397,0,0,0,0
89.2857142857,2,893,96243,"WASHINGTON TALK: Interior Department; At the Wildlife Service, an Extinction With Irony",9805,347,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,Wildlife Extinction,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s8': 4, 's13': 4, 's2': 4, 's11': 4, 's10': 4, 's7': 4, 's9': 4, 's5': 4, 's4': 4, 's3': 4, 's12': 4, 's6': 4, 's1': 4, 'none': 3})",55,14,7,0.9197418448,"Counter({'none': 0.9719328109808333, 's8': 0.028067189019166702, 's13': 0.028067189019166702, 's2': 0.028067189019166702, 's11': 0.028067189019166702, 's10': 0.028067189019166702, 's7': 0.028067189019166702, 's9': 0.028067189019166702, 's5': 0.028067189019166702, 's4': 0.028067189019166702, 's3': 0.028067189019166702, 's12': 0.028067189019166702, 's6': 0.028067189019166702, 's1': 0.028067189019166702})",0.4285714286,"Counter({'s8': 0.5714285714285714, 's13': 0.5714285714285714, 's2': 0.5714285714285714, 's11': 0.5714285714285714, 's10': 0.5714285714285714, 's7': 0.5714285714285714, 's9': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 's3': 0.5714285714285714, 's12': 0.5714285714285714, 's6': 0.5714285714285714, 's1': 0.5714285714285714, 'none': 0.42857142857142855})",0.028067189,0.971932811,0,0,0,0
65.8571428571,2,909,96698,Fire Strands Commuters At Rush Hour,7136,436,What are the causes of railway accidents throughout the world?,railway accidents,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's9': 1})",7,2,7,0.9785605072,"Counter({'none': 0.9909569734757598, 's9': 0.009043026524240227})",0.7142857143,"Counter({'none': 0.8571428571428571, 's9': 0.14285714285714285})",0.0090430265,0.9909569735,0,0,0,0
77.4285714286,2,834,97386,U.S. ACTS TO PROTECT ISLAND TERN,9767,347,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,Wildlife Extinction,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's10': 2, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's5': 1, 's4': 1, 's13': 1, 's12': 1, 's11': 1})",16,11,7,0.7894938665,"Counter({'none': 0.9043822694762313, 's10': 0.09561773052376872, 's3': 0.0011868958154677865, 's2': 0.0011868958154677865, 's1': 0.0011868958154677865, 's7': 0.0011868958154677865, 's5': 0.0011868958154677865, 's4': 0.0011868958154677865, 's13': 0.0011868958154677865, 's12': 0.0011868958154677865, 's11': 0.0011868958154677865})",0.4912489412,"Counter({'none': 0.7142857142857143, 's10': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's13': 0.14285714285714285, 's12': 0.14285714285714285, 's11': 0.14285714285714285})",0.0956177305,0.9043822695,0,0,1,1
78.5714285714,2,735,97796,DEATH ON RAILROAD PROMPTS A STRIKE,7144,436,What are the causes of railway accidents throughout the world?,railway accidents,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 4, 's12': 2, 's8': 1, 's7': 1, 's9': 1, 's6': 1, 's4': 1})",11,7,7,0.4643697579,"Counter({'none': 0.7136985761003322, 's12': 0.22347092720353995, 's6': 0.18842527743068838, 's4': 0.18842527743068838, 's8': 0.06283049669612786, 's7': 0.03504564977285158, 's9': 0.03504564977285158})",0.3015873016,"Counter({'none': 0.5714285714285714, 's12': 0.2857142857142857, 's8': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285})",0.2234709272,0.7136985761,1,1,1,2
56.5714285714,2,655,97988,Child Abuse Found High in New York Mental Centers,9344,344,The availability of E-mail to many people through their job or school affiliation has allowed for many efficiencies in communications but also has provided the opportunity for abuses. What steps have been taken world-wide by those bearing the cost of E-mail to prevent excesses?,Abuses of E-Mail,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's1': 2, 's10': 2, 's9': 1, 's8': 1, 's3': 1, 's2': 1, 's7': 1, 's5': 1, 's6': 1, 's4': 1})",17,11,7,0.9640022796,"Counter({'none': 0.985361329693498, 's1': 0.01463867030650205, 's10': 0.01463867030650205, 's9': 0.002764187760246684, 's8': 0.002764187760246684, 's3': 0.002764187760246684, 's2': 0.002764187760246684, 's7': 0.002764187760246684, 's5': 0.002764187760246684, 's6': 0.002764187760246684, 's4': 0.002764187760246684})",0.4974863617,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857, 's10': 0.2857142857142857, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285})",0.0146386703,0.9853613297,0,0,0,0
73.2857142857,2,793,98216,A New Twist to Stem Student Loan Defaults,7253,690,Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges.,college education advantage,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 2, 's2': 2, 's11': 2, 's10': 2, 's7': 2, 's9': 2, 's5': 2, 's6': 2, 's12': 2, 's4': 2, 's1': 2})",29,13,7,0.9880193666,"Counter({'none': 0.9952714947963605, 's8': 0.004728505203639537, 's3': 0.004728505203639537, 's2': 0.004728505203639537, 's11': 0.004728505203639537, 's10': 0.004728505203639537, 's7': 0.004728505203639537, 's9': 0.004728505203639537, 's5': 0.004728505203639537, 's6': 0.004728505203639537, 's12': 0.004728505203639537, 's4': 0.004728505203639537, 's1': 0.004728505203639537})",0.5238095238,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's11': 0.2857142857142857, 's10': 0.2857142857142857, 's7': 0.2857142857142857, 's9': 0.2857142857142857, 's5': 0.2857142857142857, 's6': 0.2857142857142857, 's12': 0.2857142857142857, 's4': 0.2857142857142857, 's1': 0.2857142857142857})",0.0047285052,0.9952714948,0,0,0,0
82.5714285714,2,624,98752,JACKSON TO SHUN SOCIALIST BACKING,5976,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's6': 2, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's5': 1, 's9': 1, 's4': 1})",16,10,7,0.9668827556,"Counter({'none': 0.9865074899851862, 's8': 0.013492510014813792, 's6': 0.013492510014813792, 's3': 0.002547760845559068, 's2': 0.002547760845559068, 's1': 0.002547760845559068, 's7': 0.002547760845559068, 's5': 0.002547760845559068, 's9': 0.002547760845559068, 's4': 0.002547760845559068})",0.4986383105,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's6': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's9': 0.14285714285714285, 's4': 0.14285714285714285})",0.01349251,0.98650749,0,0,0,0
165.5714285714,2,649,99606,TOP MAINE COURT BACKS RIGHT TO DIE,11268,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's9': 1, 's8': 1, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's5': 1, 's6': 1, 's4': 1})",15,10,7,0.993374036,"Counter({'none': 0.9972311590552165, 's9': 0.0027688409447834926, 's8': 0.0027688409447834926, 's3': 0.0027688409447834926, 's2': 0.0027688409447834926, 's1': 0.0027688409447834926, 's7': 0.0027688409447834926, 's5': 0.0027688409447834926, 's6': 0.0027688409447834926, 's4': 0.0027688409447834926})",0.7142857143,"Counter({'none': 0.8571428571428571, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285})",0.0027688409,0.9972311591,2,1,0,0
109,2,669,100237,Polar Explorers Announce New Expeditions,11999,353,"Identify systematic explorations and scientific investigations of Antarctica, current or planned.",Antarctica exploration,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 4, 's1': 3, 's4': 3, 's2': 2, 's5': 2, 's9': 1, 's8': 1, 's3': 1, 's10': 1, 's6': 1})",19,10,7,0.6151211422,"Counter({'none': 0.8088988758520391, 's1': 0.19110112414796085, 's4': 0.19110112414796085, 's2': 0.08895742409419412, 's5': 0.08895742409419412, 's9': 0.0012567405860179114, 's8': 0.0012567405860179114, 's3': 0.0012567405860179114, 's10': 0.0012567405860179114, 's6': 0.0012567405860179114})",0.3735799033,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855, 's4': 0.42857142857142855, 's2': 0.2857142857142857, 's5': 0.2857142857142857, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's10': 0.14285714285714285, 's6': 0.14285714285714285})",0.1911011241,0.8088988759,2,1,1,2
78.4285714286,2,729,100304,"For the Cellular User, Ecstasy and Agony . . . As the Industry Hunts for Cures",7093,310,Evidence that radio waves from radio towers or car (mobile) phones affect brain cancer occurrence.,Radio Waves and Brain Cancer,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's9': 2, 's8': 2, 's3': 2, 's11': 2, 's10': 2, 's7': 2, 's6': 2, 's2': 2, 's4': 2, 's1': 2, 's12': 1, 's5': 1})",27,13,7,0.9894902519,"Counter({'none': 0.9957861368332175, 's9': 0.004213863166782506, 's8': 0.004213863166782506, 's3': 0.004213863166782506, 's11': 0.004213863166782506, 's10': 0.004213863166782506, 's7': 0.004213863166782506, 's6': 0.004213863166782506, 's2': 0.004213863166782506, 's4': 0.004213863166782506, 's1': 0.004213863166782506, 's12': 0.002862194667543879, 's5': 0.002862194667543879})",0.5196605204,"Counter({'none': 0.7142857142857143, 's9': 0.2857142857142857, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's11': 0.2857142857142857, 's10': 0.2857142857142857, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's2': 0.2857142857142857, 's4': 0.2857142857142857, 's1': 0.2857142857142857, 's12': 0.14285714285714285, 's5': 0.14285714285714285})",0.0042138632,0.9957861368,0,0,0,0
52.5714285714,2,723,100620,2 in Navy Killed as U.S. Research Plane Crashes in Antarctica,12013,353,"Identify systematic explorations and scientific investigations of Antarctica, current or planned.",Antarctica exploration,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s2': 3, 's1': 3, 's6': 3, 'none': 3, 's9': 2, 's3': 2, 's10': 2, 's7': 2, 's5': 2, 's4': 2, 's12': 2, 's11': 2, 's8': 1})",29,13,7,0.7616139609,"Counter({'none': 0.9084291302556288, 's5': 0.0834770472715162, 's2': 0.014409246313628424, 's1': 0.014409246313628424, 's6': 0.014409246313628424, 's12': 0.012240577922532515, 's9': 0.008484092231869075, 's3': 0.008484092231869075, 's10': 0.008484092231869075, 's7': 0.008484092231869075, 's4': 0.008484092231869075, 's11': 0.008484092231869075, 's8': 0.006315423840773168})",0.2491452766,"Counter({'s2': 0.42857142857142855, 's1': 0.42857142857142855, 's6': 0.42857142857142855, 'none': 0.42857142857142855, 's9': 0.2857142857142857, 's3': 0.2857142857142857, 's10': 0.2857142857142857, 's7': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's12': 0.2857142857142857, 's11': 0.2857142857142857, 's8': 0.14285714285714285})",0.0834770473,0.9084291303,0,0,0,0
88.5714285714,2,969,100711,Suicide Exposes British Church Rift,8103,445,What other countries besides the United States are considering or have approved women as clergy persons?,women clergy,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's13': 1, 's12': 1, 's11': 1})",10,5,7,0.7238797058,"Counter({'none': 0.8739392515142788, 's8': 0.12606074848572132, 's13': 0.04513746199575101, 's12': 0.04513746199575101, 's11': 0.04513746199575101})",0.5,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's13': 0.14285714285714285, 's12': 0.14285714285714285, 's11': 0.14285714285714285})",0.1260607485,0.8739392515,1,1,1,1
58.4285714286,2,857,101440,CALIFORNIANS PUSH RIGHT-TO-DIE ISSUE,11276,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's13': 2, 's2': 2, 's10': 2, 's7': 2})",13,5,7,0.6888026214,"Counter({'none': 0.8447328463772068, 's13': 0.15526715362279317, 's2': 0.15526715362279317, 's10': 0.15526715362279317, 's7': 0.15526715362279317})",0.5238095238,"Counter({'none': 0.7142857142857143, 's13': 0.2857142857142857, 's2': 0.2857142857142857, 's10': 0.2857142857142857, 's7': 0.2857142857142857})",0.1552671536,0.8447328464,1,1,1,1
74.1428571429,2,705,101868,Study Indicates Strong Enforcing Of Seat Belt Laws Cuts Fatalities,2989,426,Provide information on the use of dogs worldwide for law enforcement purposes.,"law enforcement, dogs",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's13': 2, 's2': 2, 's10': 2, 's9': 2, 's1': 1, 's7': 1, 's5': 1, 's4': 1, 's12': 1, 's6': 1})",19,11,7,0.9733507527,"Counter({'none': 0.9898678400646314, 's13': 0.010132159935368498, 's2': 0.010132159935368498, 's10': 0.010132159935368498, 's9': 0.010132159935368498, 's1': 0.005272252802759942, 's7': 0.005272252802759942, 's5': 0.005272252802759942, 's4': 0.005272252802759942, 's12': 0.005272252802759942, 's6': 0.005272252802759942})",0.5063074063,"Counter({'none': 0.7142857142857143, 's13': 0.2857142857142857, 's2': 0.2857142857142857, 's10': 0.2857142857142857, 's9': 0.2857142857142857, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's12': 0.14285714285714285, 's6': 0.14285714285714285})",0.0101321599,0.9898678401,0,0,0,0
73,2,870,102753,U.S. Orders Crews to Be Screened Before They Go Aboard Airliners,5869,341,"A relevant document would discuss the effectiveness of efforts to better scrutinize passengers and luggage on all flights, but particularly international flights.",Airport Security,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's9': 1, 's8': 1, 's13': 1, 's2': 1, 's1': 1, 's10': 1, 's7': 1, 's5': 1, 's6': 1, 's3': 1, 's12': 1, 's4': 1, 's11': 1, 's14': 1})",20,15,7,0.9937362404,"Counter({'none': 0.9974735834492975, 's9': 0.0025264165507026667, 's8': 0.0025264165507026667, 's13': 0.0025264165507026667, 's2': 0.0025264165507026667, 's1': 0.0025264165507026667, 's10': 0.0025264165507026667, 's7': 0.0025264165507026667, 's5': 0.0025264165507026667, 's6': 0.0025264165507026667, 's3': 0.0025264165507026667, 's12': 0.0025264165507026667, 's4': 0.0025264165507026667, 's11': 0.0025264165507026667, 's14': 0.0025264165507026667})",0.7142857143,"Counter({'none': 0.8571428571428571, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's6': 0.14285714285714285, 's3': 0.14285714285714285, 's12': 0.14285714285714285, 's4': 0.14285714285714285, 's11': 0.14285714285714285, 's14': 0.14285714285714285})",0.0025264166,0.9974735834,1,1,0,0
148.2857142857,2,781,103013,New Finding on Ozone 'Hole' Raises Concern,11985,353,"Identify systematic explorations and scientific investigations of Antarctica, current or planned.",Antarctica exploration,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s3': 4, 'none': 3, 's8': 3, 's2': 3, 's1': 3, 's7': 3, 's6': 3, 's11': 3, 's10': 2, 's9': 2, 's5': 2, 's4': 2})",33,12,7,0.6904169865,"Counter({'none': 0.8717247668425064, 's3': 0.12827523315749348, 's8': 0.01882462721875865, 's2': 0.01882462721875865, 's1': 0.01882462721875865, 's7': 0.01882462721875865, 's6': 0.01882462721875865, 's11': 0.01882462721875865, 's10': 0.01209098776969645, 's9': 0.01209098776969645, 's5': 0.01209098776969645, 's4': 0.01209098776969645})",0.3131635825,"Counter({'s3': 0.5714285714285714, 'none': 0.42857142857142855, 's8': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's7': 0.42857142857142855, 's6': 0.42857142857142855, 's11': 0.42857142857142855, 's10': 0.2857142857142857, 's9': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857})",0.1282752332,0.8717247668,1,1,1,1
42.8571428571,2,791,103766,Next Stop: the South Pole,12014,353,"Identify systematic explorations and scientific investigations of Antarctica, current or planned.",Antarctica exploration,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's9': 2, 's8': 2, 's13': 2, 's10': 2, 's5': 2, 's3': 2, 's12': 2, 's2': 1, 's11': 1, 's7': 1, 's6': 1, 's4': 1, 's1': 1})",25,14,7,0.9838308422,"Counter({'none': 0.993747127642939, 's9': 0.006252872357060892, 's8': 0.006252872357060892, 's13': 0.006252872357060892, 's10': 0.006252872357060892, 's5': 0.006252872357060892, 's3': 0.006252872357060892, 's12': 0.006252872357060892, 's2': 0.004654539116012672, 's11': 0.004654539116012672, 's7': 0.004654539116012672, 's6': 0.004654539116012672, 's4': 0.004654539116012672, 's1': 0.004654539116012672})",0.5111333041,"Counter({'none': 0.7142857142857143, 's9': 0.2857142857142857, 's8': 0.2857142857142857, 's13': 0.2857142857142857, 's10': 0.2857142857142857, 's5': 0.2857142857142857, 's3': 0.2857142857142857, 's12': 0.2857142857142857, 's2': 0.14285714285714285, 's11': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's4': 0.14285714285714285, 's1': 0.14285714285714285})",0.0062528724,0.9937471276,0,0,0,0
81,2,681,104304,I.M.F. PLANS $8 BILLION IN AFRICA HELP,5091,443,What is the extent of U.S. (government and private) investment in sub-Saharan Africa?,"U.S., investment, Africa",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's9': 1, 's4': 1})",9,4,7,0.992988888,"Counter({'none': 0.9971041303790392, 's8': 0.0028958696209608627, 's9': 0.0028958696209608627, 's4': 0.0028958696209608627})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's9': 0.14285714285714285, 's4': 0.14285714285714285})",0.0028958696,0.9971041304,2,1,0,0
70.4285714286,2,955,104395,"Egypt, Challenging the Iranians, Is Expanding Military Role in Gulf",8561,330,"This query is looking for examples of cooperation or friendly ties between Iran and Iraq, or ways in which the two countries could be considered allies.",Iran-Iraq Cooperation,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 4, 's9': 3, 's8': 3, 's13': 3, 's2': 3, 's1': 3, 's10': 3, 's7': 3, 's15': 3, 's6': 3, 's3': 3, 's5': 3, 's12': 3, 's14': 3, 's11': 3, 's4': 3})",49,16,7,0.9565153295,"Counter({'none': 0.9834385377709669, 's9': 0.016561462229033045, 's8': 0.016561462229033045, 's13': 0.016561462229033045, 's2': 0.016561462229033045, 's1': 0.016561462229033045, 's10': 0.016561462229033045, 's7': 0.016561462229033045, 's15': 0.016561462229033045, 's6': 0.016561462229033045, 's3': 0.016561462229033045, 's5': 0.016561462229033045, 's12': 0.016561462229033045, 's14': 0.016561462229033045, 's11': 0.016561462229033045, 's4': 0.016561462229033045})",0.4285714286,"Counter({'none': 0.5714285714285714, 's9': 0.42857142857142855, 's8': 0.42857142857142855, 's13': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's10': 0.42857142857142855, 's7': 0.42857142857142855, 's15': 0.42857142857142855, 's6': 0.42857142857142855, 's3': 0.42857142857142855, 's5': 0.42857142857142855, 's12': 0.42857142857142855, 's14': 0.42857142857142855, 's11': 0.42857142857142855, 's4': 0.42857142857142855})",0.0165614622,0.9834385378,0,0,0,0
75.2857142857,2,567,104934,Agency Serves Notice on Recycling,6031,419,What new uses have been developed for old automobile tires as a means of tire recycling?,"recycle, automobile tires",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s8': 4, 's3': 4, 's2': 4, 's11': 4, 's10': 4, 's7': 4, 's9': 4, 's5': 4, 's4': 4, 's6': 4, 's1': 4, 'none': 3, 's12': 3})",50,13,7,0.509982176,"Counter({'none': 0.7580459982334206, 's8': 0.2419540017665793, 's3': 0.2419540017665793, 's2': 0.2419540017665793, 's11': 0.2419540017665793, 's10': 0.2419540017665793, 's7': 0.2419540017665793, 's9': 0.2419540017665793, 's5': 0.2419540017665793, 's4': 0.2419540017665793, 's6': 0.2419540017665793, 's1': 0.2419540017665793, 's12': 0.016561462229033045})",0.4224895868,"Counter({'s8': 0.5714285714285714, 's3': 0.5714285714285714, 's2': 0.5714285714285714, 's11': 0.5714285714285714, 's10': 0.5714285714285714, 's7': 0.5714285714285714, 's9': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 's6': 0.5714285714285714, 's1': 0.5714285714285714, 'none': 0.42857142857142855, 's12': 0.42857142857142855})",0.2419540018,0.7580459982,0,0,1,2
71.4285714286,2,696,105077,19 Who Put Lives at Risk Are Honored,9410,442,Find accounts of selfless heroic acts by individuals or small groups for the benefit of others or a cause.,heroic acts,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s8': 5, 's11': 5, 's10': 5, 's7': 5, 's9': 5, 's4': 5, 's6': 5, 's1': 5, 's3': 4, 's12': 4, 's5': 4, 's2': 4, 'none': 2})",58,13,7,0.3125338013,"Counter({'none': 0.5273062293113565, 's8': 0.47269377068864354, 's11': 0.47269377068864354, 's10': 0.47269377068864354, 's7': 0.47269377068864354, 's9': 0.47269377068864354, 's4': 0.47269377068864354, 's6': 0.47269377068864354, 's1': 0.47269377068864354, 's3': 0.22082521409001513, 's12': 0.22082521409001513, 's5': 0.22082521409001513, 's2': 0.22082521409001513})",0.4888564916,"Counter({'s8': 0.7142857142857143, 's11': 0.7142857142857143, 's10': 0.7142857142857143, 's7': 0.7142857142857143, 's9': 0.7142857142857143, 's4': 0.7142857142857143, 's6': 0.7142857142857143, 's1': 0.7142857142857143, 's3': 0.5714285714285714, 's12': 0.5714285714285714, 's5': 0.5714285714285714, 's2': 0.5714285714285714, 'none': 0.2857142857142857})",0.4726937707,0.5273062293,2,1,1,2
